AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,IntakeMonth,DaysInShelter,OutcomeClass
A700335,Dog,Pit Bull Mix,White/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,82,At Risk
A743563,Cat,Domestic Longhair Mix,Black,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,2,0,Transfer
A590826,Dog,Australian Shepherd Mix,Chocolate/Tan,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,10,0,Return to Owner
A729466,Cat,Domestic Shorthair Mix,Black Tabby/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,6,68,Adoption
A696779,Dog,Australian Cattle Dog/Catahoula,Blue Merle,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,2,7,Transfer
A734909,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,9,2,Transfer
A818207,Dog,Labrador Retriever/German Shepherd,Black,Intact Female,Abandoned,Nursing,21.0,Cachorro (<6m),purebred,Monocolor,Verano,6,0,Transfer
A787151,Dog,Chihuahua Shorthair Mix,Red/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,4,Adoption
A670996,Dog,Alaskan Malamute/Border Collie,Tricolor,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,1,16,Adoption
A556062,Dog,Doberman Pinsch,Black/Brown,Neutered Male,Stray,Normal,2190.0,Adulto (3-7a),purebred,Bicolor,Primavera,5,10,Transfer
A719516,Cat,Domestic Longhair Mix,Lynx Point,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,1,18,Adoption
A730549,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,17,Adoption
A754140,Dog,Chihuahua Shorthair Mix,Brown/Black,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,7,4,Adoption
A819353,Dog,Labrador Retriever Mix,Black,Intact Female,Owner Surrender,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,6,84,Adoption
A697156,Dog,Bluetick Hound/Treeing Walker Coonhound,White/Tricolor,Intact Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Invierno,2,10,Adoption
A795883,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,5,14,At Risk
A718400,Dog,Labrador Retriever Mix,Yellow,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,12,3,Transfer
A767122,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Invierno,2,4,Transfer
A644165,Dog,German Shepherd Mix,Brown/Black,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Invierno,12,13,Transfer
A717679,Dog,Blue Lacy Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,8,Adoption
A676368,Dog,Basset Hound/Beagle,Tan/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Primavera,4,5,Adoption
A792866,Dog,Pit Bull Mix,Blue/White,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,12,33,Transfer
A751385,Cat,Domestic Longhair Mix,Blue Tabby/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,6,17,Adoption
A774589,Cat,Domestic Medium Hair Mix,Blue Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,6,69,Adoption
A780314,Dog,Australian Cattle Dog Mix,White/Tan,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,9,4,Adoption
A701193,Cat,Domestic Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,4,51,Adoption
A704105,Cat,Domestic Shorthair Mix,White/Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,6,13,Transfer
A682416,Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Verano,6,15,Adoption
A784338,Dog,Golden Retriever Mix,Red,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,11,0,Return to Owner
A667607,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,11,6,Transfer
A811590,Dog,Dachshund Mix,Black/Brown,Intact Female,Owner Surrender,Normal,2.0,Cachorro (<6m),mix,Bicolor,Invierno,1,54,Adoption
A703152,Dog,German Shepherd Mix,Red Tick,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Primavera,5,5,Transfer
A726041,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,5,4,Transfer
A727139,Dog,Boxer Mix,Brown/White,Intact Male,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Primavera,5,1,Return to Owner
A728830,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,6,6,Transfer
A715108,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,10,53,Adoption
A734216,Dog,German Shepherd Mix,Tricolor,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,9,5,Adoption
A736236,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Otoño,10,9,Adoption
A690157,Cat,Snowshoe Mix,Seal Point,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,10,6,Adoption
A688544,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,9,3,Transfer
A802941,Dog,Yorkshire Terrier,Brown,Neutered Male,Stray,Normal,4380.0,Senior (>7a),purebred,Monocolor,Verano,8,0,Return to Owner
A743428,Dog,English Bulldog Mix,Brown Brindle/White,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,2,4,Adoption
A712929,Dog,Labrador Retriever Mix,Black,Spayed Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Otoño,9,8,Return to Owner
A623561,Dog,Pit Bull Mix,Blue/White,Neutered Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Verano,6,2,Return to Owner
A631841,Dog,Labrador Retriever Mix,White/Tan,Neutered Male,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Primavera,3,0,Return to Owner
A709477,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,8,1,Transfer
A721033,Dog,Rat Terrier Mix,Tricolor/Brown Brindle,Neutered Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,11,4,Return to Owner
A681507,Dog,Chihuahua Longhair,Blue/White,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Verano,6,1,Transfer
A666578,Dog,Anatol Shepherd/Labrador Retriever,Brown,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Otoño,11,0,Transfer
A775850,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Bicolor,Verano,7,0,Transfer
A797915,Dog,Chihuahua Shorthair,Tan,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,6,12,Adoption
A685726,Dog,Great Pyrenees Mix,White,Spayed Female,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,8,13,Return to Owner
A678736,Dog,Chihuahua Shorthair/Jack Russell Terrier,White/Black,Intact Male,Stray,Normal,7.0,Cachorro (<6m),purebred,Bicolor,Primavera,5,1,Transfer
A772028,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,5,54,Adoption
A664956,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,10,3,Transfer
A718425,Dog,Anatol Shepherd/Siberian Husky,Buff/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Invierno,12,1,Return to Owner
A664308,Dog,Australian Cattle Dog Mix,Tricolor,Intact Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Otoño,10,1,Return to Owner
A565188,Dog,Pug,Black,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),purebred,Monocolor,Otoño,10,3,Return to Owner
A711467,Cat,Domestic Shorthair Mix,Black,Neutered Male,Owner Surrender,Normal,120.0,Cachorro (<6m),mix,Monocolor,Invierno,12,11,Adoption
A804617,Cat,Domestic Shorthair,Blue Tabby,Intact Male,Stray,Normal,21.0,Cachorro (<6m),purebred,Monocolor,Otoño,9,70,Adoption
A686660,Dog,Siberian Husky Mix,Red/White,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Verano,8,7,Adoption
A814766,Dog,Plott Hound,Brown Brindle,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Primavera,3,224,Adoption
A670763,Dog,Beagle Mix,Tricolor,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Verano,7,0,Return to Owner
A807780,Cat,Domestic Shorthair,Gray,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,11,35,Transfer
A770363,Dog,Pit Bull Mix,Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,4,0,Return to Owner
A772944,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Primavera,5,29,Adoption
A759555,Dog,Boxer/Pit Bull,Black/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,10,0,Return to Owner
A756935,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Verano,8,4,Adoption
A729052,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,300.0,Joven (6m-1a),mix,Bicolor,Verano,6,41,Adoption
A819175,Dog,Pit Bull,Blue/White,Intact Female,Owner Surrender,Sick,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,6,8,Adoption
A690998,Dog,Miniature Poodle Mix,White,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Otoño,10,1,Return to Owner
A680330,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,6,0,At Risk
A703588,Dog,Anatol Shepherd Mix,Red/Tricolor,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Primavera,5,5,Adoption
A739370,Dog,German Shepherd,Tricolor,Intact Female,Stray,Normal,300.0,Joven (6m-1a),purebred,Monocolor,Invierno,12,1,Return to Owner
A679733,Dog,Pembroke Welsh Corgi Mix,Blue Merle/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,5,4,Adoption
A819397,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,6,14,Adoption
A796391,Dog,Catahoula Mix,Brown,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,5,Adoption
A820698,Dog,Miniature Schnauzer Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,7,1,Return to Owner
A740081,Dog,Staffordshire Mix,Tan,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Verano,6,2,Return to Owner
A740491,Cat,Domestic Shorthair Mix,Gray Tabby,Neutered Male,Stray,Injured,30.0,Cachorro (<6m),mix,Monocolor,Invierno,12,0,Return to Owner
A731493,Dog,Miniature Schnauzer Mix,Gray/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,7,4,Adoption
A743009,Dog,Pit Bull Mix,Tricolor,Intact Male,Stray,Normal,240.0,Joven (6m-1a),mix,Monocolor,Invierno,2,9,Adoption
A798648,Cat,Domestic Medium Hair,Blue/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Verano,6,4,Adoption
A669789,Dog,Labrador Retriever Mix,Yellow,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,2,Return to Owner
A677640,Dog,Yorkshire Terrier Mix,Black/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,4,Adoption
A678881,Dog,Labrador Retriever/Collie Smooth,Black/White,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,5,60,Adoption
A694614,Dog,Rottweiler,Black/Brown,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,12,0,Return to Owner
A735126,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,9,22,Adoption
A801473,Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Verano,8,79,Adoption
A815315,Dog,Labrador Retriever/Pit Bull,Black/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Primavera,3,2,Adoption
A684016,Dog,Chihuahua Shorthair Mix,Gold/White,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Verano,7,8,Return to Owner
A798231,Cat,Domestic Medium Hair Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,6,8,Adoption
A795481,Cat,Domestic Shorthair,Calico,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,5,83,Adoption
A715764,Cat,Domestic Shorthair Mix,Black/White,Neutered Male,Stray,Sick,3650.0,Senior (>7a),mix,Bicolor,Otoño,11,5,Transfer
A814861,Dog,Cairn Terrier,Brown/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,3,4,Adoption
A810730,Dog,Siberian Husky,Black/White,Intact Female,Stray,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Otoño,9,4,Return to Owner
A707381,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,7,4,Adoption
A751370,Dog,Pit Bull Mix,Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Verano,6,33,Transfer
A740348,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,12,3,Adoption
A727584,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,5,13,At Risk
A685771,Dog,Labrador Retriever Mix,Chocolate/White,Intact Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,8,7,Return to Owner
A705711,Dog,Boxer/Labrador Retriever,Black/White,Neutered Male,Stray,Normal,2920.0,Senior (>7a),purebred,Bicolor,Verano,6,22,Adoption
A668911,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,12,1,Transfer
A597037,Dog,Boxer/Pit Bull,Black Brindle/White,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,2,4,Adoption
A777708,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,8,113,Adoption
A755509,Dog,Labrador Retriever Mix,Tan,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,8,0,Adoption
A711621,Dog,Labrador Retriever Mix,Tan/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,17,Adoption
A672657,Dog,Border Collie/Chow Chow,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,3,12,Adoption
A723951,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,4,6,Transfer
A774909,Cat,Domestic Shorthair Mix,Blue,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,7,4,Adoption
A790852,Dog,Great Dane Mix,Fawn/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Primavera,3,4,Adoption
A799230,Cat,Domestic Shorthair,Black/White,Intact Male,Stray,Sick,30.0,Cachorro (<6m),purebred,Bicolor,Verano,7,1,Transfer
A687887,Cat,Manx Mix,Black/White,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,9,3,Adoption
A743487,Dog,Labrador Retriever Mix,Black,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,2,0,Adoption
A797398,Dog,Cairn Terrier,White/Gray,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,6,7,Adoption
A678784,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,62,Adoption
A805837,Dog,Boxer Mix,Black/Tan,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,10,27,Transfer
A791051,Dog,German Shorthair Pointer/Australian Cattle Dog,Chocolate/White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Bicolor,Primavera,3,0,Adoption
A755980,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Owner Surrender,Normal,1.0,Cachorro (<6m),mix,Monocolor,Verano,8,63,Adoption
A740925,Dog,Bichon Frise Mix,White,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,12,4,Transfer
A756047,Dog,Miniature Poodle Mix,White/Gray,Neutered Male,Stray,Normal,4380.0,Senior (>7a),mix,Bicolor,Verano,8,2,At Risk
A767638,Dog,German Shepherd Mix,Black/Tan,Intact Female,Public Assist,Normal,210.0,Joven (6m-1a),mix,Bicolor,Primavera,3,33,Adoption
A760324,Dog,Miniature Poodle Mix,Black/Gray,Neutered Male,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Otoño,10,0,Return to Owner
A757708,Dog,Pit Bull,Brown,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),purebred,Monocolor,Otoño,9,44,Adoption
A769109,Dog,German Shepherd/Siberian Husky,Black/Cream,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,3,0,Return to Owner
A653125,Dog,Chihuahua Shorthair,Fawn,Intact Male,Stray,Injured,1095.0,Adulto (3-7a),purebred,Monocolor,Primavera,4,0,At Risk
A726911,Cat,Domestic Shorthair Mix,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,22,Transfer
A785890,Cat,Domestic Shorthair Mix,Cream Tabby/White,Neutered Male,Stray,Injured,180.0,Joven (6m-1a),mix,Bicolor,Invierno,12,56,Adoption
A665405,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Invierno,1,2,Adoption
A649065,Dog,Australian Cattle Dog Mix,Brown/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,3,9,Adoption
A701782,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,5,387,Adoption
A724334,Dog,Doberman Pinsch Mix,Black/Brown,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,1,At Risk
A682074,Dog,Chow Chow,Black,Intact Female,Stray,Injured,2920.0,Senior (>7a),purebred,Monocolor,Verano,6,0,At Risk
A670958,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,3,Transfer
A755616,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Verano,8,13,Adoption
A698600,Cat,Siamese Mix,Lynx Point,Spayed Female,Euthanasia Request,Normal,6205.0,Senior (>7a),mix,Monocolor,Primavera,3,14,Adoption
A708759,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,7,5,Transfer
A801190,Cat,Domestic Shorthair,Calico,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Verano,8,4,Adoption
A756094,Cat,Domestic Shorthair Mix,Brown Tiger,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,8,3,Adoption
A683327,Cat,Domestic Shorthair Mix,Blue,Intact Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,7,12,Transfer
A749851,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,5,4,Adoption
A761388,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Otoño,11,3,Transfer
A626847,Dog,German Shepherd Mix,Brown/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,9,14,Adoption
A789230,Dog,Staffordshire Mix,Fawn/Black,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Invierno,2,0,Return to Owner
A808678,Dog,German Shepherd,Brown/Black,Intact Female,Stray,Injured,240.0,Joven (6m-1a),purebred,Bicolor,Otoño,11,126,Adoption
A714585,Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,10,5,Adoption
A685124,Dog,Beagle,Tricolor,Spayed Female,Stray,Normal,3285.0,Senior (>7a),purebred,Monocolor,Invierno,1,25,Adoption
A733648,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,8,101,Adoption
A756500,Cat,Maine Coon,Brown Tabby,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,8,5,Return to Owner
A702339,Dog,American Bulldog Mix,White/Brown,Intact Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,11,10,Return to Owner
A718905,Cat,Domestic Shorthair Mix,Calico,Intact Female,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Invierno,1,9,Adoption
A685231,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,8,7,Adoption
A268022,Dog,Labrador Retriever Mix,Tan,Spayed Female,Euthanasia Request,Normal,4745.0,Senior (>7a),mix,Monocolor,Verano,8,0,At Risk
A689504,Dog,Australian Kelpie Mix,Black/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,7,Adoption
A825937,Dog,Great Pyrenees,White,Intact Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Otoño,11,7,Adoption
A742767,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Invierno,1,18,Return to Owner
A755457,Dog,Anatol Shepherd Mix,Brown/White,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Verano,8,10,Adoption
A729090,Dog,Whippet/Anatol Shepherd,Tricolor,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,6,5,Adoption
A701902,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,5,3,Return to Owner
A749209,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,5,36,Adoption
A699448,Dog,Chihuahua Shorthair Mix,Sable/Black,Intact Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Primavera,3,0,Return to Owner
A725300,Dog,Jack Russell Terrier Mix,White/Tan,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,4,0,Return to Owner
A753226,Dog,Chihuahua Shorthair Mix,Tan,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,7,4,Adoption
A759394,Dog,Great Pyrenees Mix,White/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,6,Adoption
A761406,Cat,Domestic Shorthair,Torbie,Intact Female,Owner Surrender,Normal,120.0,Cachorro (<6m),purebred,Monocolor,Otoño,11,18,Transfer
A805848,Cat,Domestic Shorthair Mix,Gray Tabby/White,Intact Male,Stray,Sick,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,10,3,Transfer
A679712,Dog,Labrador Retriever Mix,Chocolate,Spayed Female,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,9,0,Transfer
A751132,Dog,Chihuahua Shorthair Mix,Brown/Tan,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Verano,6,1,Transfer
A764839,Dog,Rat Terrier Mix,White/Chocolate,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,1,4,Adoption
A743490,Cat,Domestic Shorthair Mix,Black/White,Spayed Female,Owner Surrender,Normal,3285.0,Senior (>7a),mix,Bicolor,Invierno,2,73,Adoption
A733123,Dog,Pit Bull Mix,Chocolate/White,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,9,165,Adoption
A692131,Cat,Domestic Shorthair Mix,Orange Tabby,Spayed Female,Stray,Normal,4745.0,Senior (>7a),mix,Monocolor,Otoño,11,58,Adoption
