AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,OutcomeClass
A735804,Cat,Domestic Shorthair Mix,White/Blue,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A763224,Dog,Yorkshire Terrier Mix,Cream/White,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A696958,Dog,Chihuahua Shorthair Mix,Liver,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A792999,Dog,Anatol Shepherd/German Shepherd,White/Tan,Intact Male,Stray,Normal,14.0,Cachorro (<6m),purebred,Bicolor,Primavera,Transfer
A827643,Dog,Chihuahua Shorthair,Tan,Intact Female,Stray,Medical,90.0,Cachorro (<6m),purebred,Monocolor,Invierno,Transfer
A777890,Dog,Labrador Retriever Mix,White/Brown,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A671071,Dog,Shih Tzu,White/Brown,Intact Male,Stray,Normal,2920.0,Senior (>7a),purebred,Bicolor,Invierno,Transfer
A712530,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A692843,Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Transfer
A794575,Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,21.0,Cachorro (<6m),purebred,Monocolor,Primavera,Adoption
A723664,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A751642,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A751099,Cat,Domestic Shorthair,Cream Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A632028,Dog,Great Pyrenees Mix,White,Spayed Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,Adoption
A819475,Cat,Domestic Shorthair,Blue Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A717404,Dog,Miniature Schnauzer/West Highland,White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Adoption
A734054,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A758725,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A616033,Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A710026,Dog,Labrador Retriever/Pit Bull,Black/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A733424,Cat,Domestic Medium Hair Mix,White/Tan,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A799700,Dog,Jack Russell Terrier,Brown,Intact Male,Stray,Injured,1825.0,Adulto (3-7a),purebred,Monocolor,Verano,Adoption
A787656,Cat,Domestic Medium Hair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A794405,Cat,Domestic Shorthair Mix,White/Orange Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A804991,Dog,Whippet Mix,Black/White,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A709246,Dog,Labrador Retriever/Border Collie,White/Black,Intact Male,Stray,Normal,21.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A704999,Dog,Great Pyrenees/Anatol Shepherd,Tan/Cream,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A731692,Dog,Staffordshire Mix,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A737894,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A652270,Dog,Rhod Ridgeback Mix,Brown,Spayed Female,Owner Surrender,Normal,270.0,Joven (6m-1a),mix,Monocolor,Invierno,Transfer
A805143,Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A734690,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A790144,Dog,German Shepherd/Great Pyrenees,White/Cream,Intact Male,Stray,Normal,14.0,Cachorro (<6m),purebred,Bicolor,Primavera,Adoption
A624559,Dog,Havanese Mix,White/Brown,Neutered Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A680949,Dog,Chihuahua Shorthair/Beagle,Tan,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Otoño,Return to Owner
A717961,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Transfer
A719897,Cat,Domestic Medium Hair Mix,Brown Tabby,Neutered Male,Stray,Injured,2920.0,Senior (>7a),mix,Monocolor,Invierno,Adoption
A770193,Dog,Miniature Schnauzer Mix,Buff,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A790494,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Primavera,Adoption
A770266,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A769032,Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Adoption
A588178,Cat,Domestic Longhair Mix,Black,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Return to Owner
A750365,Dog,German Shepherd Mix,Tricolor,Intact Male,Stray,Normal,3650.0,Senior (>7a),mix,Monocolor,Primavera,Return to Owner
A762663,Dog,Pharaoh Hound/Boxer,Brown/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A702474,Cat,Snowshoe Mix,Tortie Point/White,Spayed Female,Owner Surrender,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Primavera,Adoption
A685784,Dog,Chihuahua Shorthair,Red,Spayed Female,Owner Surrender,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,Adoption
A774910,Cat,Domestic Shorthair Mix,Gray/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A816494,Dog,Australian Shepherd/Border Collie,Black/White,Intact Female,Public Assist,Normal,4380.0,Senior (>7a),purebred,Bicolor,Primavera,Return to Owner
A706504,Dog,Shih Tzu Mix,White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,Adoption
A799760,Dog,Labrador Retriever Mix,Tan/White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A693077,Dog,Pit Bull Mix,Blue Cream/Blue Tiger,Intact Male,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Invierno,Transfer
A686218,Cat,Domestic Medium Hair Mix,Torbie/White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,At Risk
A774696,Dog,Yorkshire Terrier Mix,Tricolor,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Verano,Return to Owner
A800775,Dog,Norfolk Terrier Mix,White/Brown,Intact Male,Public Assist,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A687998,Cat,Domestic Shorthair Mix,Black,Neutered Male,Owner Surrender,Sick,90.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A819059,Dog,Catahoula,White/Blue Merle,Intact Female,Stray,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Verano,Adoption
A771873,Dog,Pug,Fawn,Intact Male,Stray,Normal,3285.0,Senior (>7a),purebred,Monocolor,Primavera,Return to Owner
A728819,Dog,Cardigan Welsh Corgi Mix,White/Brown,Intact Male,Stray,Sick,120.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A698602,Dog,Dachshund,Black,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Primavera,Adoption
A729527,Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A747961,Dog,Pit Bull Mix,Fawn/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A762124,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A814206,Cat,Domestic Shorthair Mix,White,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Invierno,Transfer
A824291,Dog,American Bulldog Mix,Brown Brindle/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A805743,Cat,Domestic Longhair Mix,Black/White,Neutered Male,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A698252,Dog,Border Collie Mix,Black/White,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A716722,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A716893,Dog,Labrador Retriever Mix,White/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A718039,Dog,Great Pyrenees Mix,White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A824054,Cat,Domestic Shorthair,Orange Tabby/White,Intact Male,Stray,Injured,1095.0,Adulto (3-7a),purebred,Bicolor,Otoño,At Risk
A672299,Dog,German Shepherd/Labrador Retriever,Sable,Spayed Female,Stray,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Invierno,Adoption
A743117,Dog,Irish Terrier Mix,Tan/Black,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A736134,Cat,Domestic Medium Hair Mix,Orange Tabby/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A759606,Dog,Siberian Husky Mix,Tan/Cream,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A731692,Dog,Staffordshire Mix,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A807438,Dog,Pit Bull,White/Fawn,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A766932,Dog,Pointer Mix,Chocolate/White,Neutered Male,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,Transfer
A786542,Dog,Welsh Terrier Mix,White,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Invierno,Transfer
A788133,Dog,Australian Shepherd Mix,Black/Black Smoke,Intact Male,Stray,Injured,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A761074,Dog,Jack Russell Terrier Mix,Black/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A717053,Dog,Labrador Retriever Mix,Black Brindle/White,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A703478,Dog,German Shepherd Mix,Brown/Black,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A785689,Dog,Border Collie,White/Brown,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Invierno,Return to Owner
A675070,Cat,Domestic Shorthair Mix,Black/Chocolate,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A759293,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A651275,Dog,German Shepherd Mix,Black/Tan,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Transfer
A804989,Cat,Domestic Medium Hair,Tortie,Intact Female,Stray,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A817296,Dog,Great Pyrenees/Labrador Retriever,White/Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Adoption
A712904,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,7.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A730088,Dog,Labrador Retriever Mix,White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A745263,Dog,Pit Bull Mix,Brown/Black,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A667396,Dog,Pomeranian Mix,Black,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,Return to Owner
A749583,Dog,Boston Terrier Mix,Yellow Brindle/White,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A706475,Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Transfer
A769720,Dog,Pembroke Welsh Corgi Mix,White/Cream,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A696668,Dog,German Shepherd Mix,Sable,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Invierno,Adoption
A690364,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A548911,Dog,Chihuahua Shorthair Mix,Red,Neutered Male,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Return to Owner
A768855,Cat,Domestic Shorthair Mix,White/Black,Spayed Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Primavera,Return to Owner
A821226,Dog,Pit Bull,Black/White,Intact Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,Transfer
A751110,Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A665311,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A716509,Cat,Domestic Shorthair Mix,White/Black,Neutered Male,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Invierno,Return to Owner
A689801,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A800334,Cat,Domestic Shorthair,Brown Tabby,Spayed Female,Stray,Injured,1095.0,Adulto (3-7a),purebred,Monocolor,Verano,At Risk
A670477,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,At Risk
A767902,Dog,Basenji Mix,Red/White,Intact Female,Stray,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A803346,Dog,Pit Bull,Brown/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Transfer
A687804,Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A715801,Dog,Labrador Retriever Mix,Tan,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,Transfer
A754600,Dog,Plott Hound Mix,Black/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A738324,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A673717,Dog,Shiba Inu Mix,Red/Cream,Intact Male,Public Assist,Normal,2920.0,Senior (>7a),mix,Bicolor,Primavera,Return to Owner
A728492,Cat,Domestic Shorthair Mix,Black Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A716151,Dog,Miniature Schnauzer Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A745820,Dog,Chihuahua Shorthair Mix,White/Black,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A777389,Dog,Beagle Mix,Black/White,Spayed Female,Owner Surrender,Injured,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A759055,Cat,Domestic Shorthair Mix,Gray,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A727482,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A752545,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A795569,Cat,Domestic Shorthair,Torbie,Intact Female,Stray,Normal,21.0,Cachorro (<6m),purebred,Monocolor,Primavera,Adoption
A711326,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A810603,Dog,English Coonhound Mix,Brown/Tricolor,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A760330,Dog,Plott Hound Mix,White/Brown Brindle,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A818114,Cat,Domestic Shorthair,Blue Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A676380,Dog,Labrador Retriever Mix,Brown,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Return to Owner
A792410,Dog,Labrador Retriever,Black,Intact Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Monocolor,Primavera,Return to Owner
A777486,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Transfer
A778873,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,35.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A722596,Dog,Staffordshire Mix,Blue/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A686129,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A823007,Dog,Labrador Retriever,Cream/Yellow,Intact Female,Stray,Sick,30.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A761656,Cat,Domestic Shorthair Mix,Black,Neutered Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Return to Owner
A789497,Dog,Golden Retriever/Border Collie,Brown/Black,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A685589,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A701298,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,14.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A714311,Dog,Smooth Fox Terrier Mix,Tricolor,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Adoption
A557260,Dog,Rat Terrier Mix,White/Tan,Neutered Male,Public Assist,Normal,4745.0,Senior (>7a),mix,Bicolor,Verano,Return to Owner
A720802,Dog,Pit Bull Mix,Blue/White,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A766196,Dog,Cocker Spaniel Mix,Black,Spayed Female,Public Assist,Normal,5475.0,Senior (>7a),mix,Monocolor,Invierno,Transfer
A757603,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A775332,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A701110,Dog,Chihuahua Shorthair Mix,Tan/White,Spayed Female,Stray,Injured,1095.0,Adulto (3-7a),mix,Bicolor,Primavera,At Risk
A683549,Dog,Pit Bull Mix,Fawn/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A805168,Dog,Dachshund/Chihuahua Shorthair,Brown,Intact Male,Stray,Normal,90.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A730967,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A746923,Dog,Pit Bull Mix,Blue/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A821750,Dog,Chihuahua Shorthair,White/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A667929,Dog,German Shepherd/Mastiff,Tan,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A665101,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A803230,Cat,Domestic Medium Hair,Orange Tabby/White,Intact Male,Stray,Normal,14.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A824966,Cat,Domestic Shorthair,Orange Tabby,Intact Male,Abandoned,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A743063,Dog,Pit Bull Mix,Black/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A711897,Dog,Great Dane/Labrador Retriever,Black/White,Intact Female,Stray,Normal,330.0,Joven (6m-1a),purebred,Bicolor,Otoño,Adoption
A696606,Dog,Labrador Retriever Mix,White/Tan,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A823623,Cat,Domestic Shorthair,Cream Tabby/White,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A753494,Dog,Chinese Sharpei Mix,Brown Brindle/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Transfer
A688150,Dog,Australian Cattle Dog Mix,Black/Tricolor,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A693068,Dog,Manchester Terrier Mix,Tricolor,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A726302,Dog,Siberian Husky Mix,Black/Brown,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Adoption
A699907,Cat,Domestic Shorthair Mix,Cream Tabby,Intact Male,Stray,Normal,2.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A667858,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A699271,Dog,Chihuahua Longhair Mix,Tan/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A707253,Dog,Pit Bull Mix,Apricot/Brown,Intact Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A825233,Cat,Domestic Shorthair,Blue Tabby,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Transfer
A806951,Dog,Pit Bull,Blue/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Otoño,Transfer
A800736,Cat,Domestic Shorthair,White/Black Tabby,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,Transfer
A733356,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A717501,Dog,Chihuahua Shorthair Mix,Tan,Intact Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A681803,Cat,Domestic Medium Hair Mix,Black,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Verano,Transfer
